seed,difficulty_gap,budget_frac,method,mean_irr,std_irr,b_rho,selected_w
1,3.0,0.5,adirt,0.1588758947885373,0.06375015306882167,0.8015001397611832,-1.5
1,3.0,0.7,uniform,0.17644896124418094,0.06814637639063838,0.8015001397611832,-1.5
1,3.0,0.7,recency,0.16938004739806756,0.059499262129774425,0.8015001397611832,-1.5
1,3.0,0.7,topk,0.14727633062350515,0.05707511900922425,0.8015001397611832,-1.5
1,3.0,0.7,fisher,0.16782649303615266,0.06930333153498316,0.8015001397611832,-1.5
1,3.0,0.7,adirt,0.17409450098096235,0.06476130330975441,0.8015001397611832,-1.5
1,4.0,0.1,uniform,0.1151608203031406,0.04719238564712838,0.8644970247266697,3.0
1,4.0,0.1,recency,0.10923094868668852,0.042324281753678146,0.8644970247266697,3.0
1,4.0,0.1,topk,0.03374213404679577,0.013149617601881719,0.8644970247266697,3.0
1,4.0,0.1,fisher,0.0964032740410042,0.03980720091757982,0.8644970247266697,3.0
1,4.0,0.1,adirt,0.10099135169546894,0.045154472091298026,0.8644970247266697,3.0
1,4.0,0.2,uniform,0.1868367397436064,0.06727061426570576,0.8644970247266697,3.0
1,4.0,0.2,recency,0.1798122176355585,0.06106653109863094,0.8644970247266697,3.0
1,4.0,0.2,topk,0.055884239430702774,0.017192424100980392,0.8644970247266697,3.0
1,4.0,0.2,fisher,0.18329688172161895,0.07178514125082802,0.8644970247266697,3.0
1,4.0,0.2,adirt,0.18066573718171922,0.06775637256439208,0.8644970247266697,3.0
1,4.0,0.3,uniform,0.20365752713001872,0.07089083372460635,0.8644970247266697,3.0
1,4.0,0.3,recency,0.19707392409769395,0.06514251930158052,0.8644970247266697,3.0
1,4.0,0.3,topk,0.08549085761422591,0.022188396559860088,0.8644970247266697,3.0
1,4.0,0.3,fisher,0.19936775893725306,0.07569708442660597,0.8644970247266697,3.0
1,4.0,0.3,adirt,0.2027541594081154,0.0722919480177069,0.8644970247266697,3.0
1,4.0,0.5,uniform,0.2160984277893828,0.07202561831135261,0.8644970247266697,3.0
1,4.0,0.5,recency,0.21718869035592742,0.06919457847849425,0.8644970247266697,3.0
1,4.0,0.5,topk,0.13488275228738017,0.0393789911202597,0.8644970247266697,3.0
1,4.0,0.5,fisher,0.21387378215350078,0.07544588787488447,0.8644970247266697,3.0
1,4.0,0.5,adirt,0.22207521979879527,0.07429656009526416,0.8644970247266697,3.0
1,4.0,0.7,uniform,0.23080866560923727,0.07511357469505106,0.8644970247266697,3.0
